Pass Number,Observer,Time (UTCGregorian),Azimuth (deg),Elevation (deg),Range (km)
160,AntenaLDTEA,10 Jan 2024 03:50:54.804,241.267,23.897,857.059
160,AntenaLDTEA,10 Jan 2024 03:51:54.804,219.907,43.166,556.843
160,AntenaLDTEA,10 Jan 2024 03:52:54.804,145.619,52.641,487.077
160,AntenaLDTEA,10 Jan 2024 03:53:54.804,106.350,30.595,718.601
160,AntenaLDTEA,10 Jan 2024 03:54:54.804,95.750,17.212,1070.681
160,AntenaLDTEA,10 Jan 2024 03:55:54.804,91.169,9.501,1457.579
160,AntenaLDTEA,10 Jan 2024 03:56:21.027,89.893,7.000,1631.079
161,AntenaLDTEA,10 Jan 2024 05:27:12.803,265.346,7.000,1628.517
161,AntenaLDTEA,10 Jan 2024 05:28:12.803,269.506,13.375,1238.607
161,AntenaLDTEA,10 Jan 2024 05:29:12.803,277.983,23.415,873.997
161,AntenaLDTEA,10 Jan 2024 05:30:12.803,301.550,40.440,586.763
161,AntenaLDTEA,10 Jan 2024 05:31:12.803,5.530,47.212,526.358
161,AntenaLDTEA,10 Jan 2024 05:32:12.803,43.249,29.062,749.929
161,AntenaLDTEA,10 Jan 2024 05:33:12.803,55.250,16.703,1095.022
161,AntenaLDTEA,10 Jan 2024 05:34:12.803,60.586,9.259,1477.964
161,AntenaLDTEA,10 Jan 2024 05:34:36.849,61.960,7.000,1635.920
162,AntenaLDTEA,10 Jan 2024 07:06:27.501,295.782,7.000,1634.768
162,AntenaLDTEA,10 Jan 2024 07:07:27.501,309.206,10.560,1396.966
162,AntenaLDTEA,10 Jan 2024 07:08:27.501,327.160,13.149,1255.684
162,AntenaLDTEA,10 Jan 2024 07:09:27.501,347.628,13.379,1244.768
162,AntenaLDTEA,10 Jan 2024 07:10:27.501,6.207,11.096,1367.301
162,AntenaLDTEA,10 Jan 2024 07:11:27.501,20.354,7.619,1592.287
162,AntenaLDTEA,10 Jan 2024 07:11:37.691,22.318,7.000,1637.871
163,AntenaLDTEA,10 Jan 2024 20:19:45.793,352.758,7.000,1606.366
163,AntenaLDTEA,10 Jan 2024 20:20:45.793,8.088,9.069,1462.009
163,AntenaLDTEA,10 Jan 2024 20:21:45.793,25.503,9.589,1428.626
163,AntenaLDTEA,10 Jan 2024 20:22:45.793,42.268,8.293,1513.800
163,AntenaLDTEA,10 Jan 2024 20:23:19.079,50.398,7.000,1606.271
164,AntenaLDTEA,10 Jan 2024 21:56:07.051,305.745,7.000,1606.441
164,AntenaLDTEA,10 Jan 2024 21:57:07.051,312.256,13.106,1231.431
164,AntenaLDTEA,10 Jan 2024 21:58:07.051,324.876,22.003,895.096
164,AntenaLDTEA,10 Jan 2024 21:59:07.051,353.236,33.359,661.799
164,AntenaLDTEA,10 Jan 2024 22:00:07.051,39.794,33.876,654.468
164,AntenaLDTEA,10 Jan 2024 22:01:07.051,69.422,22.617,878.852
164,AntenaLDTEA,10 Jan 2024 22:02:07.051,82.567,13.532,1211.943
164,AntenaLDTEA,10 Jan 2024 22:03:07.051,89.271,7.310,1585.813
164,AntenaLDTEA,10 Jan 2024 22:03:10.625,89.564,7.000,1608.744
165,AntenaLDTEA,10 Jan 2024 23:34:10.390,275.345,7.000,1607.925
165,AntenaLDTEA,10 Jan 2024 23:35:10.390,273.093,13.595,1209.062
165,AntenaLDTEA,10 Jan 2024 23:36:10.390,268.392,24.618,828.563
165,AntenaLDTEA,10 Jan 2024 23:37:10.390,252.379,47.627,512.446
165,AntenaLDTEA,10 Jan 2024 23:38:10.390,152.708,61.373,437.922
165,AntenaLDTEA,10 Jan 2024 23:39:10.390,117.069,31.760,688.718
165,AntenaLDTEA,10 Jan 2024 23:40:10.390,110.019,17.293,1053.140
165,AntenaLDTEA,10 Jan 2024 23:41:10.390,107.085,9.396,1446.873
165,AntenaLDTEA,10 Jan 2024 23:41:35.169,106.310,7.000,1612.773
166,AntenaLDTEA,11 Jan 2024 01:12:42.553,255.728,7.000,1611.336
166,AntenaLDTEA,11 Jan 2024 01:13:42.553,249.540,13.152,1234.085
166,AntenaLDTEA,11 Jan 2024 01:14:42.553,237.577,22.258,892.453
166,AntenaLDTEA,11 Jan 2024 01:15:42.553,209.861,34.595,647.948
166,AntenaLDTEA,11 Jan 2024 01:16:42.553,160.759,36.114,628.142
166,AntenaLDTEA,11 Jan 2024 01:17:42.553,129.398,23.979,848.974
166,AntenaLDTEA,11 Jan 2024 01:18:42.553,116.011,14.322,1181.975
166,AntenaLDTEA,11 Jan 2024 01:19:42.553,109.275,7.851,1555.850
166,AntenaLDTEA,11 Jan 2024 01:19:52.205,108.499,7.000,1617.871
167,AntenaLDTEA,11 Jan 2024 02:51:05.098,250.782,7.000,1616.040
167,AntenaLDTEA,11 Jan 2024 02:52:05.098,246.049,13.349,1228.655
167,AntenaLDTEA,11 Jan 2024 02:53:05.098,236.594,23.275,868.639
167,AntenaLDTEA,11 Jan 2024 02:54:05.098,211.283,39.419,591.153
167,AntenaLDTEA,11 Jan 2024 02:55:05.098,150.340,44.296,544.085
167,AntenaLDTEA,11 Jan 2024 02:56:05.098,114.544,27.580,771.034
167,AntenaLDTEA,11 Jan 2024 02:57:05.098,102.223,15.952,1115.187
167,AntenaLDTEA,11 Jan 2024 02:58:05.098,96.522,8.789,1496.928
167,AntenaLDTEA,11 Jan 2024 02:58:24.458,95.291,7.000,1623.630
168,AntenaLDTEA,11 Jan 2024 04:29:19.710,260.771,7.000,1621.313
168,AntenaLDTEA,11 Jan 2024 04:30:19.710,262.686,13.575,1222.330
168,AntenaLDTEA,11 Jan 2024 04:31:19.710,266.800,24.511,841.089
168,AntenaLDTEA,11 Jan 2024 04:32:19.710,280.940,47.348,521.371
168,AntenaLDTEA,11 Jan 2024 04:33:19.710,21.978,63.877,434.762
168,AntenaLDTEA,11 Jan 2024 04:34:19.710,59.520,33.041,677.752
168,AntenaLDTEA,11 Jan 2024 04:35:19.710,66.242,17.984,1040.035
168,AntenaLDTEA,11 Jan 2024 04:36:19.710,68.910,9.857,1432.958
168,AntenaLDTEA,11 Jan 2024 04:36:48.966,69.696,7.000,1628.711
169,AntenaLDTEA,11 Jan 2024 06:08:11.006,285.918,7.000,1627.016
169,AntenaLDTEA,11 Jan 2024 06:09:11.006,297.375,11.638,1327.967
169,AntenaLDTEA,11 Jan 2024 06:10:11.006,314.955,16.263,1107.814
169,AntenaLDTEA,11 Jan 2024 06:11:11.006,338.948,18.590,1020.026
169,AntenaLDTEA,11 Jan 2024 06:12:11.006,3.231,16.559,1097.126
169,AntenaLDTEA,11 Jan 2024 06:13:11.006,21.301,12.019,1309.996
169,AntenaLDTEA,11 Jan 2024 06:14:11.006,33.120,7.364,1604.793
169,AntenaLDTEA,11 Jan 2024 06:14:16.017,33.895,7.000,1631.781
170,AntenaLDTEA,11 Jan 2024 20:58:29.144,314.805,7.000,1610.959
170,AntenaLDTEA,11 Jan 2024 20:59:29.144,323.757,12.543,1263.743
170,AntenaLDTEA,11 Jan 2024 21:00:29.144,339.517,19.524,973.348
170,AntenaLDTEA,11 Jan 2024 21:01:29.144,7.021,25.639,805.647
170,AntenaLDTEA,11 Jan 2024 21:02:29.144,40.673,24.239,838.682
170,AntenaLDTEA,11 Jan 2024 21:03:29.144,64.234,17.246,1053.702
170,AntenaLDTEA,11 Jan 2024 21:04:29.144,77.364,10.667,1366.837
170,AntenaLDTEA,11 Jan 2024 21:05:10.451,83.003,7.000,1610.152
171,AntenaLDTEA,11 Jan 2024 22:36:17.696,281.974,7.000,1610.153
171,AntenaLDTEA,11 Jan 2024 22:37:17.696,281.522,13.641,1208.345
171,AntenaLDTEA,11 Jan 2024 22:38:17.696,280.621,24.919,822.224
171,AntenaLDTEA,11 Jan 2024 22:39:17.696,277.432,50.400,493.623
171,AntenaLDTEA,11 Jan 2024 22:40:17.696,116.564,72.292,405.821
171,AntenaLDTEA,11 Jan 2024 22:41:17.696,105.711,33.422,662.939
171,AntenaLDTEA,11 Jan 2024 22:42:17.696,104.291,17.817,1032.939
171,AntenaLDTEA,11 Jan 2024 22:43:17.696,103.686,9.645,1429.871
171,AntenaLDTEA,11 Jan 2024 22:43:44.634,103.505,7.000,1611.306
172,AntenaLDTEA,12 Jan 2024 00:14:47.591,259.344,7.000,1610.614
172,AntenaLDTEA,12 Jan 2024 00:15:47.591,253.623,13.222,1229.497
172,AntenaLDTEA,12 Jan 2024 00:16:47.591,242.405,22.623,881.169
172,AntenaLDTEA,12 Jan 2024 00:17:47.591,215.085,36.174,625.645
172,AntenaLDTEA,12 Jan 2024 00:18:47.591,162.419,38.442,598.443
172,AntenaLDTEA,12 Jan 2024 00:19:47.591,129.791,24.971,822.630
172,AntenaLDTEA,12 Jan 2024 00:20:47.591,116.717,14.733,1160.122
172,AntenaLDTEA,12 Jan 2024 00:21:47.591,110.307,8.061,1537.158
172,AntenaLDTEA,12 Jan 2024 00:21:59.429,109.417,7.000,1613.772
173,AntenaLDTEA,12 Jan 2024 01:53:14.573,250.521,7.000,1612.567
173,AntenaLDTEA,12 Jan 2024 01:54:14.573,244.915,13.236,1230.793
173,AntenaLDTEA,12 Jan 2024 01:55:14.573,233.913,22.692,881.083
173,AntenaLDTEA,12 Jan 2024 01:56:14.573,206.865,36.525,622.687
173,AntenaLDTEA,12 Jan 2024 01:57:14.573,153.425,39.132,592.242
173,AntenaLDTEA,12 Jan 2024 01:58:14.573,120.339,25.356,815.811
173,AntenaLDTEA,12 Jan 2024 01:59:14.573,107.281,14.944,1153.631
173,AntenaLDTEA,12 Jan 2024 02:00:14.573,100.927,8.200,1531.003
173,AntenaLDTEA,12 Jan 2024 02:00:27.913,99.942,7.000,1617.429
174,AntenaLDTEA,12 Jan 2024 03:31:28.601,257.011,7.000,1615.649
174,AntenaLDTEA,12 Jan 2024 03:32:28.601,256.851,13.635,1214.124
174,AntenaLDTEA,12 Jan 2024 03:33:28.601,256.599,24.869,828.173
174,AntenaLDTEA,12 Jan 2024 03:34:28.601,255.876,50.126,498.831
174,AntenaLDTEA,12 Jan 2024 03:35:28.601,80.122,73.778,405.904
174,AntenaLDTEA,12 Jan 2024 03:36:28.601,77.526,34.057,658.814
174,AntenaLDTEA,12 Jan 2024 03:37:28.601,77.167,18.179,1027.407
174,AntenaLDTEA,12 Jan 2024 03:38:28.601,76.990,9.898,1423.642
174,AntenaLDTEA,12 Jan 2024 03:38:58.022,76.926,7.000,1621.596
175,AntenaLDTEA,12 Jan 2024 05:10:04.198,277.972,7.000,1619.759
175,AntenaLDTEA,12 Jan 2024 05:11:04.198,287.182,12.447,1277.669
175,AntenaLDTEA,12 Jan 2024 05:12:04.198,303.115,19.134,994.763
175,AntenaLDTEA,12 Jan 2024 05:13:04.198,329.993,24.722,835.141
175,AntenaLDTEA,12 Jan 2024 05:14:04.198,2.135,23.349,870.186
175,AntenaLDTEA,12 Jan 2024 05:15:04.198,25.082,16.828,1080.962
175,AntenaLDTEA,12 Jan 2024 05:16:04.198,38.251,10.519,1389.023
175,AntenaLDTEA,12 Jan 2024 05:16:44.773,43.918,7.000,1624.961
176,AntenaLDTEA,12 Jan 2024 20:00:57.433,324.761,7.000,1616.959
176,AntenaLDTEA,12 Jan 2024 20:01:57.433,336.020,11.755,1310.962
176,AntenaLDTEA,12 Jan 2024 20:02:57.433,353.631,16.645,1081.828
176,AntenaLDTEA,12 Jan 2024 20:03:57.433,18.302,19.259,985.996
176,AntenaLDTEA,12 Jan 2024 20:04:57.433,43.573,17.167,1060.727
176,AntenaLDTEA,12 Jan 2024 20:05:57.433,62.151,12.372,1276.238
176,AntenaLDTEA,12 Jan 2024 20:06:57.433,74.066,7.533,1575.196
176,AntenaLDTEA,12 Jan 2024 20:07:04.569,75.160,7.000,1614.215
177,AntenaLDTEA,12 Jan 2024 21:38:27.037,289.162,7.000,1614.745
177,AntenaLDTEA,12 Jan 2024 21:39:27.037,290.770,13.590,1214.519
177,AntenaLDTEA,12 Jan 2024 21:40:27.037,294.242,24.647,831.324
177,AntenaLDTEA,12 Jan 2024 21:41:27.037,306.612,48.402,508.707
177,AntenaLDTEA,12 Jan 2024 21:42:27.037,57.961,65.673,424.153
177,AntenaLDTEA,12 Jan 2024 21:43:27.037,91.562,32.751,674.426
177,AntenaLDTEA,12 Jan 2024 21:44:27.037,97.099,17.657,1040.464
177,AntenaLDTEA,12 Jan 2024 21:45:27.037,99.271,9.579,1435.449
177,AntenaLDTEA,12 Jan 2024 21:45:53.423,99.850,7.000,1612.604
178,AntenaLDTEA,12 Jan 2024 23:16:51.868,263.845,7.000,1612.714
178,AntenaLDTEA,12 Jan 2024 23:17:51.868,258.941,13.323,1225.956
178,AntenaLDTEA,12 Jan 2024 23:18:51.868,249.142,23.167,867.437
178,AntenaLDTEA,12 Jan 2024 23:19:51.868,223.222,38.879,593.578
178,AntenaLDTEA,12 Jan 2024 23:20:51.868,163.612,43.020,551.601
178,AntenaLDTEA,12 Jan 2024 23:21:51.868,128.612,26.865,780.040
178,AntenaLDTEA,12 Jan 2024 23:22:51.868,116.221,15.539,1124.148
178,AntenaLDTEA,12 Jan 2024 23:23:51.868,110.418,8.498,1505.759
178,AntenaLDTEA,12 Jan 2024 23:24:08.163,109.345,7.000,1612.307
179,AntenaLDTEA,13 Jan 2024 00:55:22.745,251.235,7.000,1611.780
179,AntenaLDTEA,13 Jan 2024 00:56:22.745,245.101,13.148,1234.001
179,AntenaLDTEA,13 Jan 2024 00:57:22.745,233.227,22.270,891.408
179,AntenaLDTEA,13 Jan 2024 00:58:22.745,205.571,34.720,645.262
179,AntenaLDTEA,13 Jan 2024 00:59:22.745,156.089,36.321,624.179
179,AntenaLDTEA,13 Jan 2024 01:00:22.745,124.557,24.040,845.277
179,AntenaLDTEA,13 Jan 2024 01:01:22.745,111.192,14.318,1178.878
179,AntenaLDTEA,13 Jan 2024 01:02:22.745,104.489,7.826,1553.265
179,AntenaLDTEA,13 Jan 2024 01:02:32.077,103.743,7.000,1613.296
180,AntenaLDTEA,13 Jan 2024 02:33:38.510,254.069,7.000,1612.199
180,AntenaLDTEA,13 Jan 2024 02:34:38.510,252.078,13.591,1212.861
180,AntenaLDTEA,13 Jan 2024 02:35:38.510,247.951,24.623,831.136
180,AntenaLDTEA,13 Jan 2024 02:36:38.510,233.806,47.991,511.516
180,AntenaLDTEA,13 Jan 2024 02:37:38.510,128.597,63.773,430.571
180,AntenaLDTEA,13 Jan 2024 02:38:38.510,93.362,32.435,680.005
180,AntenaLDTEA,13 Jan 2024 02:39:38.510,86.974,17.581,1044.796
180,AntenaLDTEA,13 Jan 2024 02:40:38.510,84.355,9.564,1438.883
180,AntenaLDTEA,13 Jan 2024 02:41:04.868,83.629,7.000,1615.520
181,AntenaLDTEA,13 Jan 2024 04:12:03.630,271.326,7.000,1613.980
181,AntenaLDTEA,13 Jan 2024 04:13:03.630,278.137,13.027,1242.469
181,AntenaLDTEA,13 Jan 2024 04:14:03.630,291.149,21.631,911.769
181,AntenaLDTEA,13 Jan 2024 04:15:03.630,319.201,32.107,685.962
181,AntenaLDTEA,13 Jan 2024 04:16:03.630,3.246,32.492,680.290
181,AntenaLDTEA,13 Jan 2024 04:17:03.630,32.248,22.129,898.919
181,AntenaLDTEA,13 Jan 2024 04:18:03.630,45.707,13.398,1226.711
181,AntenaLDTEA,13 Jan 2024 04:19:03.630,52.716,7.287,1596.906
181,AntenaLDTEA,13 Jan 2024 04:19:06.972,53.005,7.000,1618.172
182,AntenaLDTEA,13 Jan 2024 05:52:01.824,311.763,7.000,1617.745
182,AntenaLDTEA,13 Jan 2024 05:53:01.824,327.104,8.843,1488.602
182,AntenaLDTEA,13 Jan 2024 05:54:01.824,344.127,9.137,1469.872
182,AntenaLDTEA,13 Jan 2024 05:55:01.824,0.244,7.743,1565.505
182,AntenaLDTEA,13 Jan 2024 05:55:21.810,5.034,7.000,1619.888
183,AntenaLDTEA,13 Jan 2024 19:03:34.611,336.150,7.000,1623.638
183,AntenaLDTEA,13 Jan 2024 19:04:34.611,349.451,10.707,1376.549
183,AntenaLDTEA,13 Jan 2024 19:05:34.611,7.600,13.526,1224.774
183,AntenaLDTEA,13 Jan 2024 19:06:34.611,28.705,13.911,1205.662
183,AntenaLDTEA,13 Jan 2024 19:07:34.611,47.989,11.577,1325.131
183,AntenaLDTEA,13 Jan 2024 19:08:34.611,62.551,7.958,1551.174
183,AntenaLDTEA,13 Jan 2024 19:08:49.803,65.496,7.000,1620.400
184,AntenaLDTEA,13 Jan 2024 20:40:39.190,296.868,7.000,1621.001
184,AntenaLDTEA,13 Jan 2024 20:41:39.190,300.722,13.408,1228.735
184,AntenaLDTEA,13 Jan 2024 20:42:39.190,308.658,23.644,860.249
184,AntenaLDTEA,13 Jan 2024 20:43:39.190,331.714,41.741,567.094
184,AntenaLDTEA,13 Jan 2024 20:44:39.190,40.489,49.063,506.238
184,AntenaLDTEA,13 Jan 2024 20:45:39.190,78.200,29.169,737.856
184,AntenaLDTEA,13 Jan 2024 20:46:39.190,89.362,16.502,1088.572
184,AntenaLDTEA,13 Jan 2024 20:47:39.190,94.235,9.025,1474.926
184,AntenaLDTEA,13 Jan 2024 20:48:00.609,95.357,7.000,1616.474
185,AntenaLDTEA,13 Jan 2024 22:18:55.956,269.135,7.000,1617.316
185,AntenaLDTEA,13 Jan 2024 22:19:55.956,265.388,13.432,1224.339
185,AntenaLDTEA,13 Jan 2024 22:20:55.956,257.752,23.782,854.212
185,AntenaLDTEA,13 Jan 2024 22:21:55.956,235.254,42.555,557.567
185,AntenaLDTEA,13 Jan 2024 22:22:55.956,163.227,50.627,494.303
185,AntenaLDTEA,13 Jan 2024 22:23:55.956,125.077,29.582,728.260
185,AntenaLDTEA,13 Jan 2024 22:24:55.956,114.231,16.637,1080.664
185,AntenaLDTEA,13 Jan 2024 22:25:55.956,109.465,9.092,1467.708
185,AntenaLDTEA,13 Jan 2024 22:26:18.015,108.322,7.000,1613.609
186,AntenaLDTEA,13 Jan 2024 23:57:29.344,252.950,7.000,1613.792
186,AntenaLDTEA,13 Jan 2024 23:58:29.344,246.639,13.104,1237.579
186,AntenaLDTEA,13 Jan 2024 23:59:29.344,234.502,22.075,897.591
186,AntenaLDTEA,14 Jan 2024 00:00:29.344,206.819,34.022,655.372
186,AntenaLDTEA,14 Jan 2024 00:01:29.344,158.733,35.401,636.170
186,AntenaLDTEA,14 Jan 2024 00:02:29.344,127.632,23.632,855.247
186,AntenaLDTEA,14 Jan 2024 00:03:29.344,114.121,14.129,1186.777
186,AntenaLDTEA,14 Jan 2024 00:04:29.344,107.274,7.713,1559.792
186,AntenaLDTEA,14 Jan 2024 00:04:37.451,106.607,7.000,1611.774
187,AntenaLDTEA,14 Jan 2024 01:35:48.588,251.980,7.000,1611.392
187,AntenaLDTEA,14 Jan 2024 01:36:48.588,248.462,13.479,1217.143
187,AntenaLDTEA,14 Jan 2024 01:37:48.588,241.251,24.010,844.953
187,AntenaLDTEA,14 Jan 2024 01:38:48.588,219.304,43.664,545.236
187,AntenaLDTEA,14 Jan 2024 01:39:48.588,143.077,52.180,482.916
187,AntenaLDTEA,14 Jan 2024 01:40:48.588,105.358,29.778,722.557
187,AntenaLDTEA,14 Jan 2024 01:41:48.588,95.200,16.633,1078.338
187,AntenaLDTEA,14 Jan 2024 01:42:48.588,90.781,9.063,1467.238
187,AntenaLDTEA,14 Jan 2024 01:43:10.303,89.739,7.000,1611.340
188,AntenaLDTEA,14 Jan 2024 03:14:07.276,265.711,7.000,1610.423
188,AntenaLDTEA,14 Jan 2024 03:15:07.276,270.096,13.398,1220.492
188,AntenaLDTEA,14 Jan 2024 03:16:07.276,279.116,23.518,857.150
188,AntenaLDTEA,14 Jan 2024 03:17:07.276,304.366,40.443,576.049
188,AntenaLDTEA,14 Jan 2024 03:18:07.276,8.226,45.267,531.609
188,AntenaLDTEA,14 Jan 2024 03:19:07.276,43.576,27.504,766.323
188,AntenaLDTEA,14 Jan 2024 03:20:07.276,55.171,15.734,1115.567
188,AntenaLDTEA,14 Jan 2024 03:21:07.276,60.429,8.574,1500.520
188,AntenaLDTEA,14 Jan 2024 03:21:24.251,61.422,7.000,1612.268
189,AntenaLDTEA,14 Jan 2024 04:53:24.527,297.191,7.000,1611.349
189,AntenaLDTEA,14 Jan 2024 04:54:24.527,311.082,10.430,1382.331
189,AntenaLDTEA,14 Jan 2024 04:55:24.527,329.389,12.755,1254.169
189,AntenaLDTEA,14 Jan 2024 04:56:24.527,349.745,12.678,1258.539
189,AntenaLDTEA,14 Jan 2024 04:57:24.527,7.813,10.256,1394.101
189,AntenaLDTEA,14 Jan 2024 04:58:21.336,20.819,7.000,1613.615
190,AntenaLDTEA,14 Jan 2024 18:06:27.448,350.507,7.000,1630.198
190,AntenaLDTEA,14 Jan 2024 18:07:27.448,5.405,9.286,1470.480
190,AntenaLDTEA,14 Jan 2024 18:08:27.448,22.739,10.104,1418.456
190,AntenaLDTEA,14 Jan 2024 18:09:27.448,39.876,9.033,1485.792
190,AntenaLDTEA,14 Jan 2024 18:10:18.863,52.481,7.000,1627.877
191,AntenaLDTEA,14 Jan 2024 19:42:55.029,305.110,7.000,1628.055
191,AntenaLDTEA,14 Jan 2024 19:43:55.029,311.307,13.066,1251.966
191,AntenaLDTEA,14 Jan 2024 19:44:55.029,323.241,21.914,912.063
191,AntenaLDTEA,14 Jan 2024 19:45:55.029,350.236,33.628,668.594
191,AntenaLDTEA,14 Jan 2024 19:46:55.029,37.287,35.347,643.880
191,AntenaLDTEA,14 Jan 2024 19:47:55.029,68.589,23.886,857.208
191,AntenaLDTEA,14 Jan 2024 19:48:55.029,82.294,14.361,1185.969
191,AntenaLDTEA,14 Jan 2024 19:49:55.029,89.173,7.890,1557.919
191,AntenaLDTEA,14 Jan 2024 19:50:05.097,89.992,7.000,1622.428
192,AntenaLDTEA,14 Jan 2024 21:21:00.571,275.108,7.000,1623.773
192,AntenaLDTEA,14 Jan 2024 21:22:00.571,272.832,13.520,1225.492
192,AntenaLDTEA,14 Jan 2024 21:23:00.571,268.138,24.308,845.162
192,AntenaLDTEA,14 Jan 2024 21:24:00.571,252.709,46.477,526.581
192,AntenaLDTEA,14 Jan 2024 21:25:00.571,157.325,62.177,438.876
192,AntenaLDTEA,14 Jan 2024 21:26:00.571,118.028,32.715,678.729
192,AntenaLDTEA,14 Jan 2024 21:27:00.571,110.427,17.811,1039.444
192,AntenaLDTEA,14 Jan 2024 21:28:00.571,107.310,9.720,1431.584
192,AntenaLDTEA,14 Jan 2024 21:28:28.396,106.403,7.000,1617.495
193,AntenaLDTEA,14 Jan 2024 22:59:34.369,255.654,7.000,1618.380
193,AntenaLDTEA,14 Jan 2024 23:00:34.369,249.513,13.110,1241.020
193,AntenaLDTEA,14 Jan 2024 23:01:34.369,237.684,22.132,898.713
193,AntenaLDTEA,14 Jan 2024 23:02:34.369,210.376,34.405,651.802
193,AntenaLDTEA,14 Jan 2024 23:03:34.369,161.462,36.216,627.078
193,AntenaLDTEA,14 Jan 2024 23:04:34.369,129.686,24.127,844.416
193,AntenaLDTEA,14 Jan 2024 23:05:34.369,116.105,14.396,1176.030
193,AntenaLDTEA,14 Jan 2024 23:06:34.369,109.288,7.880,1549.376
193,AntenaLDTEA,14 Jan 2024 23:06:44.288,108.484,7.000,1613.067
194,AntenaLDTEA,15 Jan 2024 00:37:58.110,250.795,7.000,1613.365
194,AntenaLDTEA,15 Jan 2024 00:38:58.110,246.092,13.339,1225.344
194,AntenaLDTEA,15 Jan 2024 00:39:58.110,236.666,23.275,864.431
194,AntenaLDTEA,15 Jan 2024 00:40:58.110,211.229,39.533,586.010
194,AntenaLDTEA,15 Jan 2024 00:41:58.110,149.622,44.251,540.097
194,AntenaLDTEA,15 Jan 2024 00:42:58.110,114.023,27.309,769.719
194,AntenaLDTEA,15 Jan 2024 00:43:58.110,101.862,15.700,1115.600
194,AntenaLDTEA,15 Jan 2024 00:44:58.110,96.239,8.570,1498.462
194,AntenaLDTEA,15 Jan 2024 00:45:15.075,95.164,7.000,1609.687
195,AntenaLDTEA,15 Jan 2024 02:16:13.703,261.006,7.000,1609.544
195,AntenaLDTEA,15 Jan 2024 02:17:13.703,263.062,13.587,1210.120
195,AntenaLDTEA,15 Jan 2024 02:18:13.703,267.508,24.603,828.838
195,AntenaLDTEA,15 Jan 2024 02:19:13.703,283.050,47.704,511.448
195,AntenaLDTEA,15 Jan 2024 02:20:13.703,23.834,61.725,435.865
195,AntenaLDTEA,15 Jan 2024 02:21:13.703,59.105,31.744,687.415
195,AntenaLDTEA,15 Jan 2024 02:22:13.703,65.868,17.230,1052.686
195,AntenaLDTEA,15 Jan 2024 02:23:13.703,68.599,9.326,1447.130
195,AntenaLDTEA,15 Jan 2024 02:23:37.705,69.280,7.000,1608.073
196,AntenaLDTEA,15 Jan 2024 03:55:06.876,286.836,7.000,1607.344
196,AntenaLDTEA,15 Jan 2024 03:56:06.876,298.698,11.567,1312.948
196,AntenaLDTEA,15 Jan 2024 03:57:06.876,316.767,15.986,1101.319
196,AntenaLDTEA,15 Jan 2024 03:58:06.876,340.906,17.932,1026.026
196,AntenaLDTEA,15 Jan 2024 03:59:06.876,4.684,15.657,1115.272
196,AntenaLDTEA,15 Jan 2024 04:00:06.876,22.150,11.160,1336.145
196,AntenaLDTEA,15 Jan 2024 04:01:01.782,32.793,7.000,1608.024
197,AntenaLDTEA,15 Jan 2024 18:45:15.628,313.985,7.000,1635.006
197,AntenaLDTEA,15 Jan 2024 18:46:15.628,322.531,12.540,1285.300
197,AntenaLDTEA,15 Jan 2024 18:47:15.628,337.560,19.599,988.759
197,AntenaLDTEA,15 Jan 2024 18:48:15.628,4.251,26.202,808.143
197,AntenaLDTEA,15 Jan 2024 18:49:15.628,38.461,25.459,824.514
197,AntenaLDTEA,15 Jan 2024 18:50:15.628,63.135,18.390,1028.532
197,AntenaLDTEA,15 Jan 2024 18:51:15.628,76.840,11.529,1336.369
197,AntenaLDTEA,15 Jan 2024 18:52:05.533,83.651,7.000,1629.725
198,AntenaLDTEA,15 Jan 2024 20:23:06.507,281.673,7.000,1631.205
198,AntenaLDTEA,15 Jan 2024 20:24:06.507,281.145,13.558,1230.175
198,AntenaLDTEA,15 Jan 2024 20:25:06.507,280.099,24.545,844.332
198,AntenaLDTEA,15 Jan 2024 20:26:06.507,276.558,48.780,512.685
198,AntenaLDTEA,15 Jan 2024 20:27:06.507,123.234,75.259,406.275
198,AntenaLDTEA,15 Jan 2024 20:28:06.507,106.500,35.088,648.071
198,AntenaLDTEA,15 Jan 2024 20:29:06.507,104.656,18.684,1013.261
198,AntenaLDTEA,15 Jan 2024 20:30:06.507,103.902,10.196,1408.105
198,AntenaLDTEA,15 Jan 2024 20:30:38.576,103.644,7.000,1623.497
199,AntenaLDTEA,15 Jan 2024 22:01:38.099,259.293,7.000,1624.991
199,AntenaLDTEA,15 Jan 2024 22:02:38.099,253.658,13.162,1244.039
199,AntenaLDTEA,15 Jan 2024 22:03:38.099,242.704,22.422,894.981
199,AntenaLDTEA,15 Jan 2024 22:04:38.099,216.290,35.844,635.418
199,AntenaLDTEA,15 Jan 2024 22:05:38.099,164.194,38.871,598.004
199,AntenaLDTEA,15 Jan 2024 22:06:38.099,130.559,25.536,814.135
199,AntenaLDTEA,15 Jan 2024 22:07:38.099,117.050,15.105,1148.135
199,AntenaLDTEA,15 Jan 2024 22:08:38.099,110.467,8.309,1523.545
199,AntenaLDTEA,15 Jan 2024 22:08:52.574,109.365,7.000,1617.029
200,AntenaLDTEA,15 Jan 2024 23:40:06.504,250.561,7.000,1617.947
200,AntenaLDTEA,15 Jan 2024 23:41:06.504,245.030,13.203,1235.727
200,AntenaLDTEA,15 Jan 2024 23:42:06.504,234.195,22.607,884.885
